"","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Task","Day"
"353","gw01f001","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"354","gw01f002","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"355","gw02f003","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"356","gw03f005","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"357","gw03f006","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"358","gw04f007","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"359","gw04f008","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"360","gw05f009","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"361","gw05f010","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"362","gw06f011","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"363","gw06f012","Site2","5xFAD","B6SJLF1/J","Female","4","Phase II",1
"364","lw185a247","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"365","lw186a248","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"366","lw189a251","Site1","APP-PS1","C57BL6","Female","4","Phase II",2
"367","lw190a252","Site1","APP-PS1","C57BL6","Female","4","Phase II",3
"368","lw193a255","Site1","APP-PS1","C57BL6","Female","4","Phase II",5
"369","lw194a256","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"370","lw198a260","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"371","lw201a263","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"372","lw202a264","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"373","lw206a268","Site1","APP-PS1","C57BL6","Female","4","Phase II",3
"374","lw209a271","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"375","lw210a272","Site1","APP-PS1","C57BL6","Female","4","Phase II",4
"376","lw213a275","Site1","APP-PS1","C57BL6","Female","4","Phase II",7
"377","lw228a290","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"378","lw231a293","Site1","APP-PS1","C57BL6","Female","4","Phase II",1
"379","gw108a232","Site2","APP-PS1","C57BL6","Female","4","Phase II",4
